X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
401257.350000001,134787.449999999,25423237,2025/08/09 14:31:57+00,DAY,OTHERS,THEFT/OTHER,700 - 899 BLOCK OF 14TH STREET SE,401257.35,134787.45,6,6B,1,106,Cluster 26,006900 2,006900,Precinct 91,38.8809207034,-76.9855089025,CAPITOL HILL,2025/07/27 21:08:00+00,2025/07/27 21:08:00+00,783338073,
398426.390000001,138304.609999999,25423467,2025/08/15 15:32:11+00,DAY,OTHERS,THEFT/OTHER,422 - 499 BLOCK OF R STREET NW,398426.39,138304.61,2,2G,3,308,Cluster 7,004801 3,004801,Precinct 18,38.9126040496,-77.0181440855,,2025/06/29 20:35:00+00,2025/06/29 20:35:00+00,783338074,
400433.369999997,143061.870000001,25123658,2025/08/14 11:39:39+00,DAY,OTHERS,MOTOR VEHICLE THEFT,5200 - 5399 BLOCK OF CHILLUM PLACE NE,400433.37,143061.87,5,5A,4,406,Cluster 19,009508 1,009508,Precinct 66,38.9554601851,-76.9950001398,,2025/08/13 23:12:00+00,2025/08/14 11:00:00+00,783338130,
396256.380000003,138986.43,25119877,2025/08/07 17:22:36+00,DAY,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF WYOMING AVENUE NW,396256.38,138986.43,1,1C,3,303,Cluster 1,004002 2,004002,Precinct 25,38.9187395462,-77.0431685152,,2025/07/20 13:30:00+00,2025/08/07 16:31:00+00,783338141,
403424.649999999,134617.960000001,25121463,2025/08/10 12:14:04+00,DAY,OTHERS,THEFT/OTHER,3200 - 3249 BLOCK OF MINNESOTA AVENUE SE,403424.65,134617.96,7,7B,6,605,Cluster 34,007709 1,007709,Precinct 132,38.8793881013,-76.9605313775,,2025/08/10 04:00:00+00,,783338142,
399779.899999999,141155.48,25121592,2025/08/10 18:19:24+00,DAY,OTHERS,THEFT F/AUTO,3900 - 4099 BLOCK OF HAREWOOD ROAD NE,399779.9,141155.48,5,5A,4,405,Cluster 19,009511 1,009511,Precinct 44,38.9382869699,-77.0025387178,,2025/08/07 18:00:00+00,2025/08/07 19:40:00+00,783338143,
396976.200000003,144843.579999998,25123218,2025/08/14 10:32:13+00,MIDNIGHT,OTHERS,THEFT/OTHER,1400 - 1599 BLOCK OF WHITTIER PLACE NW,396976.2,144843.58,4,4A,4,401,Cluster 17,001803 1,001803,Precinct 61,38.971505176,-77.0348939279,,2025/08/13 12:42:00+00,2025/08/13 14:26:00+00,783338144,
397330.130000003,138792.899999999,25123291,2025/08/13 19:33:56+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF U STREET NW,397330.13,138792.9,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,38.9170000824,-77.0307861136,,2025/08/13 18:00:00+00,2025/08/13 18:30:00+00,783338145,
399823.479999997,138345.050000001,25113253,2025/07/26 23:11:33+00,EVENING,OTHERS,ROBBERY,1700 - 1719 BLOCK OF 3RD STREET NE,399823.48,138345.05,5,5F,5,502,Cluster 21,008702 3,008702,Precinct 75,38.9129697378,-77.0020353267,,2025/07/26 22:17:00+00,2025/07/26 22:40:00+00,783338246,
398186.039999999,137185.329999998,25115322,2025/08/03 01:40:19+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 18,38.902520725,-77.0209124198,MOUNT VERNON TRIANGLE CID,2025/07/30 15:09:00+00,2025/07/30 16:05:00+00,783338247,
399192.82,137711.390000001,25110103,2025/07/21 16:10:47+00,DAY,OTHERS,THEFT/OTHER,1 - 21 BLOCK OF NEW YORK AVENUE NW,399192.82,137711.39,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9072611589,-77.009306274,,2025/07/19 20:00:00+00,2025/07/21 04:00:00+00,783338292,
401135.799999997,136927.440000001,25110749,2025/07/22 18:08:20+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF H STREET NE,401135.8,136927.44,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9001986979,-76.9869062421,,2025/07/22 16:32:00+00,2025/07/22 16:40:00+00,783338293,
400384.189999998,135176.600000001,25122125,2025/08/11 19:30:09+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,700 - 799 BLOCK OF PENNSYLVANIA AVENUE SE,400384.19,135176.6,6,6B,1,107,Cluster 26,006600 2,006600,Precinct 89,38.8844271319,-76.9955719503,CAPITOL HILL,2025/08/11 18:27:00+00,2025/08/11 19:25:00+00,783338711,
393227.280000001,141918.969999999,25122613,2025/08/12 15:33:57+00,DAY,OTHERS,THEFT/OTHER,4300 - 4326 BLOCK OF WISCONSIN AVENUE NW,393227.28,141918.97,3,3E,2,202,Cluster 11,001200 4,001200,Precinct 33,38.9451386287,-77.0781266684,,2025/08/12 15:13:00+00,2025/08/12 15:20:00+00,783338712,
405836.969999999,136773.199999999,25112255,2025/07/25 07:50:47+00,MIDNIGHT,OTHERS,THEFT/OTHER,4800 - 4899 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,405836.97,136773.2,7,7C,6,602,Cluster 31,007804 1,007804,Precinct 98,38.8987906035,-76.932711419,,2025/07/25 04:07:00+00,2025/07/25 04:49:00+00,783338715,
397162.200000003,140648.77,25113916,2025/07/29 02:47:48+00,EVENING,OTHERS,THEFT/OTHER,3455 - 3474 BLOCK OF 14TH STREET NW,397162.2,140648.77,1,1A,4,408,Cluster 2,002900 2,002900,Precinct 41,38.9337178197,-77.032730177,,2025/07/28 04:03:00+00,2025/07/28 05:01:00+00,783338716,
400435.848899998,134906.7148,25114730,2025/07/29 16:13:34+00,DAY,OTHERS,BURGLARY,500 - 699 BLOCK OF 8TH STREET SE,400435.848862357,134906.714778624,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.8819958778,-76.9949767181,CAPITOL HILL,2025/07/29 05:44:00+00,2025/07/29 05:50:00+00,783338717,
394450.619999997,137863.91,25114919,2025/07/29 22:30:20+00,EVENING,OTHERS,THEFT/OTHER,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,394450.62,137863.91,2,2E,2,206,Cluster 4,000102 2,000102,Precinct 5,38.9086179637,-77.0639820577,GEORGETOWN,2025/07/29 19:53:00+00,2025/07/29 19:55:00+00,783338718,
406607.039999999,137290.629999999,25109620,2025/07/20 19:52:49+00,EVENING,OTHERS,THEFT/OTHER,940 - 1299 BLOCK OF DIVISION AVENUE NE,406607.04,137290.63,7,7C,6,608,Cluster 31,007809 1,007809,Precinct 94,38.9034463452,-76.92382908,,2025/07/20 17:19:00+00,2025/07/20 18:07:00+00,783339196,
398469.82,134448.469999999,25109814,2025/07/21 01:10:15+00,EVENING,OTHERS,THEFT/OTHER,900 - 1199 BLOCK OF 4TH STREET SW,398469.82,134448.47,6,6D,1,105,Cluster 9,010201 2,010201,Precinct 128,38.8778666066,-77.0176347386,SOUTHWEST,2025/07/20 22:00:00+00,2025/07/20 23:10:00+00,783339197,
397430.659999996,136664.370000001,25422544,2025/07/23 19:32:38+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,397430.66,136664.37,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8978258475,-77.0296189448,DOWNTOWN,2025/06/22 17:48:00+00,2025/06/22 18:04:00+00,783339543,
397529.439999998,140644.440000001,25422583,2025/07/24 17:01:41+00,DAY,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF 11TH STREET NW,397529.44,140644.44,1,1A,4,408,Cluster 2,002900 1,002900,Precinct 42,38.9336799231,-77.028494546,,2025/07/06 18:23:00+00,2025/07/06 18:23:00+00,783339544,
393670.759999998,139060.52,25422649,2025/07/25 20:32:06+00,EVENING,OTHERS,THEFT/OTHER,2134 - 2299 BLOCK OF 37TH STREET NW,393670.76,139060.52,3,3B,2,204,Cluster 14,000300 4,000300,Precinct 11,38.9193921549,-77.0729845477,,2025/07/07 11:15:00+00,2025/07/07 11:15:00+00,783339545,
396746.969999999,137976.41,25422683,2025/07/26 15:00:50+00,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,396746.97,137976.41,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,38.9096429011,-77.0375066283,,2025/07/08 21:00:00+00,2025/07/09 01:35:00+00,783339546,
398358.530000001,137450.420000002,25422745,2025/07/30 11:30:46+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 5TH STREET NW,398358.53,137450.42,2,2G,3,308,Cluster 8,004802 2,004802,Precinct 18,38.9049090881,-77.0189244852,,2025/07/09 17:37:00+00,2025/07/09 21:10:00+00,783339547,
398098.969999999,135346.510000002,25423372,2025/08/14 10:31:05+00,MIDNIGHT,OTHERS,THEFT F/AUTO,250 - 325 BLOCK OF 7TH STREET SW,398098.97,135346.51,6,6D,1,103,Cluster 9,010202 3,010202,Precinct 142,38.8859557748,-77.0219111268,SOUTHWEST,2025/07/27 00:30:00+00,2025/07/27 02:15:00+00,783339548,
400656.109999999,139903.489999998,25110110,2025/07/21 16:51:24+00,DAY,OTHERS,THEFT/OTHER,2900 - 2999 BLOCK OF 10TH STREET NE,400656.11,139903.49,5,5B,5,504,Cluster 22,009302 1,009302,Precinct 73,38.9270084456,-76.9924333725,,2025/07/21 15:45:00+00,2025/07/21 15:45:00+00,783339552,
402223.769100003,132166.082899999,25115816,2025/07/31 13:42:14+00,DAY,OTHERS,THEFT/OTHER,2700 - 2799 BLOCK OF BRUCE PLACE SE,402223.769088017,132166.082872081,8,8B,7,701,Cluster 36,007502 1,007502,Precinct 134,38.8573044495,-76.9743792954,,2025/07/29 15:45:00+00,2025/07/29 16:55:00+00,783340879,
396920.259999998,138793.190000001,25116656,2025/08/01 22:45:19+00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF U STREET NW,396920.26,138793.19,2,2B,3,301,Cluster 6,004300 3,004300,Precinct 141,38.9170013541,-77.0355123012,,2025/08/01 20:35:00+00,2025/08/01 21:15:00+00,783340880,
406428.692900002,136879.3473,25117949,2025/08/04 02:26:37+00,EVENING,OTHERS,THEFT/OTHER,5200 - 5299 BLOCK OF HAYES STREET NE,406428.692867919,136879.347260455,7,7C,6,602,Cluster 31,007804 1,007804,Precinct 97,38.8997426876,-76.9258890481,,2025/08/03 14:29:00+00,2025/08/04 01:00:00+00,783340881,
397236.689999998,139162.510000002,25118066,2025/08/04 12:00:12+00,DAY,OTHERS,THEFT/OTHER,2300 - 2398 BLOCK OF 14TH STREET NW,397236.69,139162.51,1,1B,3,304,Cluster 2,003701 2,003701,Precinct 23,38.9203293614,-77.0318650523,,2025/08/04 10:46:00+00,2025/08/04 12:00:00+00,783340882,
399489.600000001,137576.25,25125073,2025/08/17 00:56:30+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,399489.6,137576.25,6,6E,5,501,Cluster 25,010601 2,010601,Precinct 144,38.9060439932,-77.0058844882,NOMA,2025/08/16 01:00:00+00,2025/08/16 02:00:00+00,783340965,
401480.899999999,136535.43,25119815,2025/08/07 14:08:28+00,DAY,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF F STREET NE,401480.9,136535.43,7,7D,5,507,Cluster 25,007901 4,007901,Precinct 81,38.8966668167,-76.9829286968,,2025/08/07 13:52:00+00,2025/08/07 14:08:00+00,783341233,
397349.600000001,137532.66,25121449,2025/08/10 10:45:10+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF M STREET NW,397349.6,137532.66,2,2F,3,307,Cluster 7,005003 2,005003,Precinct 17,38.9056474716,-77.030556742,,2025/08/10 09:15:00+00,2025/08/10 10:33:00+00,783341234,
393126.32,139411.32,25423080,2025/08/06 16:02:00+00,DAY,OTHERS,THEFT/OTHER,4000 - 4019 BLOCK OF CALVERT STREET NW,393126.32,139411.32,3,3B,2,204,Cluster 14,000702 1,000702,Precinct 11,38.922548184,-77.0792661738,,2025/06/18 16:25:00+00,2025/06/19 13:25:00+00,783341555,
400637.969999999,136855.890000001,25423284,2025/08/12 13:01:25+00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF 10TH STREET NE,400637.97,136855.89,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,38.8995546521,-76.9926454047,,2025/06/23 17:25:00+00,2025/06/23 17:26:00+00,783341556,
396736.240000002,140470.34,25422855,2025/07/31 17:31:50+00,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF PARK ROAD NW,396736.24,140470.34,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 40,38.9321089892,-77.0376421992,,2025/06/18 21:11:00+00,2025/06/18 21:15:00+00,783341642,
401418.539999999,135377.719999999,25423129,2025/08/07 14:01:54+00,DAY,OTHERS,THEFT/OTHER,201 - 299 BLOCK OF 15TH STREET SE,401418.54,135377.72,6,6B,1,107,Cluster 26,006900 1,006900,Precinct 87,38.8862378372,-76.9836499516,,2025/07/31 23:46:00+00,2025/07/31 23:46:00+00,783341643,
396832.670000002,138099.66,25423443,2025/08/15 11:02:23+00,DAY,OTHERS,THEFT/OTHER,1520 - 1599 BLOCK OF 16TH STREET NW,396832.67,138099.66,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,38.9107534921,-77.0365190971,,2025/06/25 13:00:00+00,2025/06/26 23:00:00+00,783341644,
399135.100000001,137781.899999999,25118704,2025/08/05 15:00:04+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF HANOVER PLACE NW,399135.1,137781.9,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9078962825,-77.0099718378,,2025/08/04 21:30:00+00,,783341691,
401207.329999998,137638.02,25119614,2025/08/07 00:27:13+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1259 BLOCK OF QUEEN STREET NE,401207.33,137638.02,5,5D,5,506,Cluster 23,008804 1,008804,Precinct 78,38.9065997579,-76.9860803791,,2025/08/06 23:30:00+00,,783341692,
398546.490000002,142814.030000001,25120679,2025/08/09 02:49:01+00,EVENING,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF HAMILTON STREET NW,398546.49,142814.03,4,4D,4,403,Cluster 18,002102 5,002102,Precinct 57,38.9532264805,-77.0167688558,,2025/08/08 22:44:00+00,2025/08/09 00:03:00+00,783341693,
395766.789999999,137665.280000001,25113656,2025/07/27 18:03:49+00,DAY,OTHERS,THEFT F/AUTO,1250 - 1299 BLOCK OF 22ND STREET NW,395766.79,137665.28,2,2A,2,208,Cluster 5,005501 1,005501,Precinct 4,38.9068359607,-77.0488059406,,2025/07/26 02:00:00+00,2025/07/26 12:30:00+00,783342188,
399071.880000003,133209.899999999,25114017,2025/07/28 13:03:40+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1900 - 1949 BLOCK OF HALF STREET SW,399071.88,133209.9,6,6D,1,105,Cluster 9,006400 2,006400,Precinct 127,38.8667099116,-77.0106945555,CAPITOL RIVERFRONT,2025/07/26 01:00:00+00,2025/07/28 12:30:00+00,783342189,
398273.966899998,134400.736099999,25114167,2025/07/28 17:24:56+00,DAY,OTHERS,THEFT F/AUTO,1000 - 1199 BLOCK OF 6TH STREET SW,398273.966908351,134400.736122155,6,6D,1,105,Cluster 9,010201 1,010201,Precinct 142,38.8774362384,-77.0198917506,SOUTHWEST,2025/07/27 01:00:00+00,2025/07/28 17:00:00+00,783342190,
395984.380000003,138616.920000002,25115805,2025/07/31 12:54:37+00,DAY,OTHERS,THEFT/OTHER,1811 - 1899 BLOCK OF CONNECTICUT AVENUE NW,395984.38,138616.92,1,1C,3,303,Cluster 1,004002 3,004002,Precinct 25,38.9154096776,-77.046302846,DUPONT CIRCLE,2025/07/31 11:51:00+00,,783342191,
394514.75,137708.34,25116010,2025/07/31 18:59:50+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1335 BLOCK OF WISCONSIN AVENUE NW,394514.75,137708.34,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9072169383,-77.063241423,GEORGETOWN,2025/07/31 17:40:00+00,2025/07/31 17:45:00+00,783342192,
399272.369999997,136594.949999999,25116457,2025/08/01 15:17:28+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE,399272.37,136594.95,6,6C,1,102,Cluster 25,010603 1,010603,Precinct 144,38.8972039407,-77.0083879302,CAPITOL HILL,2025/07/31 10:00:00+00,2025/08/01 15:00:00+00,783342193,
399765.600000001,137802.800000001,25119671,2025/08/07 03:49:29+00,MIDNIGHT,OTHERS,ROBBERY,200 - 299 BLOCK OF FLORIDA AVENUE NE,399765.6,137802.8,6,6E,5,501,Cluster 23,010601 2,010601,Precinct 144,38.9080849512,-77.0027025147,NOMA,2025/08/07 02:23:00+00,,783342262,
397497.210000001,137709.629999999,25120404,2025/08/08 15:54:31+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF N STREET NW,397497.21,137709.63,,,3,307,,,,,38.9072421115,-77.0288555757,,2025/08/08 15:19:00+00,2025/08/08 15:50:00+00,783342263,
405096.536799997,137855.623399999,25117380,2025/08/03 04:38:06+00,MIDNIGHT,OTHERS,THEFT F/AUTO,4300 - 4399 BLOCK OF ORD STREET NE,405096.536802683,137855.623389361,7,7D,6,601,Cluster 29,009601 1,009601,Precinct 92,38.9085460576,-76.9412390972,,2025/08/03 02:26:00+00,2025/08/03 02:57:00+00,783342545,
402335.710000001,132676.670000002,25118358,2025/08/04 21:08:37+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2301 - 2399 BLOCK OF GOOD HOPE COURT SE,402335.71,132676.67,8,8A,6,607,Cluster 34,007605 3,007605,Precinct 112,38.8619037431,-76.9730878567,,2025/08/04 20:34:00+00,2025/08/04 21:15:00+00,783342546,
397083.170000002,140096.59,25110788,2025/07/22 19:56:29+00,EVENING,OTHERS,ROBBERY,1400 - 1451 BLOCK OF IRVING STREET NW,397083.17,140096.59,1,1A,3,302,Cluster 2,002802 3,002802,Precinct 36,38.9287433544,-77.033639334,,2025/07/22 18:01:00+00,2025/07/22 18:49:00+00,783343617,
396654.700000003,140440.530000001,25112058,2025/07/28 16:00:58+00,DAY,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF MOUNT PLEASANT STREET NW,396654.7,140440.53,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 40,38.931840145,-77.038582486,,2025/07/21 20:19:00+00,2025/07/24 21:37:00+00,783343618,
399490.273699999,134352.7403,25112797,2025/07/26 05:03:52+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,1100 - 1199 BLOCK OF 1ST STREET SE,399490.27369348,134352.74034611,6,8F,1,106,Cluster 27,007202 1,007202,Precinct 131,38.8770054198,-77.0058743296,CAPITOL RIVERFRONT,2025/07/26 00:36:00+00,2025/07/26 03:10:00+00,783343619,
397059.979999997,138470.280000001,25423459,2025/08/15 13:01:39+00,DAY,OTHERS,THEFT F/AUTO,1416 - 1499 BLOCK OF S STREET NW,397059.98,138470.28,2,2F,3,301,Cluster 3,004300 4,004300,Precinct 141,38.914092952,-77.0338998156,,2025/08/14 15:35:00+00,2025/08/14 19:20:00+00,783343960,
403335.7896,133656.757800002,25113031,2025/07/26 15:44:36+00,DAY,OTHERS,MOTOR VEHICLE THEFT,3100 - 3199 BLOCK OF Q STREET SE,403335.789569049,133656.757753464,7,7B,6,605,Cluster 34,009901 1,009901,Precinct 108,38.8707295514,-76.9615601463,,2025/07/26 14:35:00+00,2025/07/26 15:25:00+00,783343973,
402579.466600001,139129.467300002,25110168,2025/07/21 18:24:07+00,DAY,OTHERS,THEFT F/AUTO,BLADENSBURG ROAD NE AND V STREET NE,402579.46659235,139129.46729454,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9200322609,-76.9702550582,,2025/07/20 05:44:00+00,2025/07/20 06:00:00+00,783344843,
398685.450000003,133801.27,25111165,2025/07/23 11:34:44+00,DAY,OTHERS,THEFT F/AUTO,3RD STREET SW AND P STREET SW,398685.45001273,133801.2700096,6,6D,1,105,Cluster 9,011002 1,011002,Precinct 127,38.8720367203,-77.0151484476,,2025/07/22 21:00:00+00,2025/07/23 08:00:00+00,783344844,
395285.460000001,141729.329999998,25112424,2025/07/25 15:52:51+00,DAY,OTHERS,THEFT F/AUTO,4100 - 4189 BLOCK OF LINNEAN AVENUE NW,395285.46,141729.33,3,3F,2,203,Cluster 12,001303 3,001303,Precinct 34,38.9434437545,-77.0543832497,,2025/07/25 13:20:00+00,2025/07/25 14:18:00+00,783344845,
398758.710000001,145213.059999999,25112535,2025/07/25 19:10:21+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2025/07/25 17:47:00+00,2025/07/25 17:50:00+00,783344846,
399953.060000002,137804.59,25112656,2025/07/26 00:28:01+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,300 - 399 BLOCK OF MORSE STREET NE,399953.06,137804.59,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9081011061,-77.0005411948,,2025/07/25 21:14:00+00,2025/07/25 22:41:00+00,783344847,
405306.374600001,135694.601300001,25112979,2025/07/26 14:53:18+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4800 - 4899 BLOCK OF TEXAS AVENUE SE,405306.374626877,135694.601339355,7,7F,6,603,Cluster 33,007703 1,007703,Precinct 103,38.8890775548,-76.9388364505,,2025/07/26 10:41:00+00,2025/07/26 12:24:00+00,783344848,
396831.178199999,137533.559999999,25113448,2025/07/27 08:58:57+00,MIDNIGHT,OTHERS,THEFT F/AUTO,16TH STREET NW AND M STREET NW,396831.17820301,137533.55999706,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.905653863,-77.0365336853,DOWNTOWN,2025/07/27 05:33:00+00,2025/07/27 06:22:00+00,783344849,
399489.560000002,137478.539999999,25113999,2025/07/28 11:56:06+00,DAY,OTHERS,THEFT F/AUTO,1151 - 1199 BLOCK OF 1ST STREET NE,399489.56,137478.54,6,6E,5,501,Cluster 25,010603 2,010603,Precinct 144,38.9051637874,-77.0058848768,NOMA,2025/07/28 11:16:00+00,2025/07/28 11:40:00+00,783344850,
404416.7491,133154.986099999,25115254,2025/07/30 15:55:43+00,DAY,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF FORT DAVIS STREET SE,404416.749058052,133154.986072999,7,7B,6,605,Cluster 34,009902 2,009902,Precinct 110,38.8662046233,-76.9491069734,,2025/07/29 20:00:00+00,2025/07/30 11:45:00+00,783344851,
398532.619999997,137185.18,25115899,2025/07/31 15:26:22+00,DAY,OTHERS,MOTOR VEHICLE THEFT,400 - 443 BLOCK OF K STREET NW,398532.62,137185.18,6,6E,1,101,Cluster 8,004702 3,004702,Precinct 1,38.9025200206,-77.0169168373,MOUNT VERNON TRIANGLE CID,2025/07/31 14:20:00+00,2025/07/31 14:30:00+00,783344852,
399076.061399996,133996.830699999,25111765,2025/07/24 12:14:16+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF HALF STREET SW,399076.061373095,133996.83071378,6,6D,1,105,Cluster 9,006400 1,006400,Precinct 127,38.8737989067,-77.0106474319,,2025/07/23 15:00:00+00,2025/07/23 20:00:00+00,783345224,
401740.25,137077.199999999,25112529,2025/07/26 00:37:16+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF MARYLAND AVENUE NE,401740.25,137077.2,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,38.9015468006,-76.9799376272,,2025/02/02 19:00:00+00,2025/07/14 18:18:00+00,783345225,
399072.009999998,133326.879999999,25113072,2025/07/26 16:35:26+00,DAY,GUN,ROBBERY,1800 - 1899 BLOCK OF HALF STREET SW,399072.01,133326.88,6,6D,1,105,Cluster 9,006400 2,006400,Precinct 127,38.8677637155,-77.0106932154,CAPITOL RIVERFRONT,2025/07/26 15:40:00+00,2025/07/26 16:25:00+00,783345226,
401578.710000001,140348.920000002,25113561,2025/07/27 14:25:26+00,DAY,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF KEARNY STREET NE,401578.71,140348.92,5,5B,5,504,Cluster 22,009301 1,009301,Precinct 70,38.931019844,-76.981792409,,2025/07/25 10:20:00+00,2025/07/25 15:00:00+00,783345227,
405229.689999998,135992.489999998,25422959,2025/08/02 12:01:35+00,DAY,OTHERS,THEFT/OTHER,4264 - 4399 BLOCK OF BENNING ROAD NE,405229.69,135992.49,7,7F,6,602,Cluster 33,007803 4,007803,Precinct 99,38.8917615061,-76.9397180828,,2025/06/11 14:00:00+00,2025/06/16 14:00:00+00,783346896,
397646.130000003,145718.91,25109665,2025/07/20 19:20:10+00,EVENING,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF GERANIUM STREET NW,397646.13,145718.91,4,4A,4,401,Cluster 16,001600 2,001600,Precinct 62,38.9793923999,-77.0271661026,,2025/07/20 18:50:00+00,2025/07/20 19:07:00+00,783347734,
400363.390000001,142356.050000001,25111219,2025/07/23 14:43:01+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4918 - 4999 BLOCK OF 7TH PLACE NE,400363.39,142356.05,5,5A,4,405,Cluster 20,009509 2,009509,Precinct 66,38.9491019994,-76.9958078844,,2025/07/22 12:00:00+00,2025/07/23 13:00:00+00,783347735,
402411.784699999,131808.620000001,25111743,2025/07/24 13:58:33+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2300 - 2499 BLOCK OF HARTFORD STREET SE,402411.784736191,131808.620023749,8,8B,7,702,Cluster 36,007408 2,007408,Precinct 115,38.8540837761,-76.9722143649,,2025/07/24 09:47:00+00,2025/07/24 10:50:00+00,783347736,
397904.399999999,140846.07,25117608,2025/08/03 13:19:14+00,DAY,OTHERS,THEFT/OTHER,3639 - 3649 BLOCK OF GEORGIA AVENUE NW,397904.4,140846.07,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 43,38.9354972411,-77.0241705089,,2025/08/01 14:00:00+00,2025/08/01 14:15:00+00,783347808,
397115.780000001,137977.23,25118289,2025/08/04 19:37:49+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF P STREET NW,397115.78,137977.23,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 16,38.9096515756,-77.0332543444,,2025/08/04 18:34:00+00,2025/08/04 18:39:00+00,783347809,
407083.759999998,136726.859999999,25118559,2025/08/05 03:48:24+00,MIDNIGHT,OTHERS,THEFT/OTHER,5700 - 5799 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,407083.76,136726.86,7,7C,6,608,Cluster 31,007807 1,007807,Precinct 95,38.8983639933,-76.9183389106,,2025/08/01 20:20:00+00,2025/08/01 23:00:00+00,783347810,
397611.920000002,139395.579999998,25118991,2025/08/05 22:53:23+00,EVENING,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF CLIFTON STREET NW,397611.92,139395.58,1,1B,3,304,Cluster 2,003600 3,003600,Precinct 23,38.922430031,-77.0275389064,,2025/07/31 20:30:00+00,2025/08/04 11:45:00+00,783347811,
