X,Y,CCN,REPORT_DATE,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID,YEAR
400840.659999996,139142.940000001,25008736,2025-01-19 11:34:00+00:00,MIDNIGHT,OTHERS,BURGLARY,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5.0,5C,5.0,505.0,Cluster 22,009102 4,9102.0,Precinct 72,38.9201570109,-76.9903059701,,2025-01-19 09:05:00+00:00,2025-01-19 11:30:00+00:00,786788365,,2025
397991.450000003,143161.129999999,25011634,2025-01-25 16:01:44+00:00,DAY,OTHERS,BURGLARY,700 - 799 BLOCK OF KENNEDY STREET NW,397991.45,143161.13,4.0,4D,4.0,403.0,Cluster 18,002101 2,2101.0,Precinct 56,38.9563521558,-77.0231732582,,2025-01-25 11:54:00+00:00,2025-01-25 14:14:00+00:00,786788373,,2025
401345.719999999,137390.359999999,25014549,2025-01-31 00:23:13+00:00,EVENING,OTHERS,BURGLARY,1400 - 1499 BLOCK OF ORREN STREET NE,401345.72,137390.36,5.0,5D,5.0,506.0,Cluster 23,008802 1,8802.0,Precinct 77,38.9043685491,-76.9844853301,,2025-01-30 22:51:00+00:00,2025-01-31 00:11:00+00:00,786788594,,2025
399610.399999999,140102.239999998,25018353,2025-02-07 16:29:18+00:00,DAY,OTHERS,BURGLARY,100 - 379 BLOCK OF MICHIGAN AVENUE NE,399610.4,140102.24,5.0,5E,4.0,405.0,Cluster 21,002302 2,2302.0,Precinct 44,38.9287990063,-77.0044931979,,2025-02-07 10:30:00+00:00,2025-02-07 10:35:00+00:00,786788603,,2025
399434.079999998,129426.34,25018473,2025-02-08 02:41:55+00:00,EVENING,OTHERS,BURGLARY,22 - 99 BLOCK OF MISSISSIPPI AVENUE SE,399434.08,129426.34,8.0,8D,7.0,707.0,Cluster 39,009803 2,9803.0,Precinct 124,38.832626261,-77.006517879,,2025-02-07 18:22:00+00:00,2025-02-08 02:45:00+00:00,786788604,,2025
398800.200000003,141650.859999999,25128322,2025-08-23 05:29:22+00:00,MIDNIGHT,OTHERS,BURGLARY,4200 - 4299 BLOCK OF 2ND STREET NW,398800.2,141650.86,4.0,4C,4.0,407.0,Cluster 18,002301 2,2301.0,Precinct 46,38.9427487053,-77.0138398196,,2025-08-23 03:10:00+00:00,2025-08-23 04:15:00+00:00,786788706,,2025
402412.859999999,136404.23,25018289,2025-02-07 16:10:11+00:00,DAY,OTHERS,BURGLARY,400 - 498 BLOCK OF OKLAHOMA AVENUE NE,402412.86,136404.23,7.0,7D,5.0,507.0,Cluster 25,007903 1,7903.0,Precinct 80,38.8954828553,-76.9721858455,,2025-02-06 20:30:00+00:00,2025-02-07 13:16:00+00:00,786788750,,2025
394650.049999997,141697.59,25020772,2025-02-12 11:18:27+00:00,MIDNIGHT,KNIFE,BURGLARY,2900 - 3049 BLOCK OF VAN NESS STREET NW,394650.05,141697.59,3.0,3F,2.0,203.0,Cluster 12,001303 2,1303.0,Precinct 34,38.9431541919,-77.0617125934,,2025-02-12 08:20:00+00:00,2025-02-12 10:52:00+00:00,786788753,,2025
403550.693400003,132732.354499999,25024845,2025-02-20 15:28:07+00:00,DAY,OTHERS,BURGLARY,2200 - 2299 BLOCK OF BRANCH AVENUE SE,403550.693409248,132732.354520606,7.0,7B,6.0,606.0,Cluster 35,007604 4,7604.0,Precinct 110,38.8624013066,-76.9590884837,,2025-02-20 13:37:00+00:00,2025-02-20 15:28:00+00:00,786788765,,2025
402151.770000003,137291.75,25095179,2025-06-25 16:57:01+00:00,DAY,OTHERS,BURGLARY,1900 - 2099 BLOCK OF MARYLAND AVENUE NE,402151.77,137291.75,5.0,5D,5.0,507.0,Cluster 23,008903 1,8903.0,Precinct 78,38.9034786319,-76.9751927705,,2025-06-24 09:30:00+00:00,2025-06-25 14:00:00+00:00,786789083,,2025
