X,Y,CCN,REPORT_DATE,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID,YEAR
402240.325999998,136664.846099999,25064330,2025-05-02 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,600 - 669 BLOCK OF 21ST STREET NE,402240.326016032,136664.846140256,7.0,7D,5.0,507.0,Cluster 25,007903 1,7903.0,Precinct 80,38.8978310369,-76.9741738746,,2025-05-02 16:50:00+00:00,,784936314,,2025
399228.024300002,128424.528299998,25112998,2025-07-26 04:00:00+00:00,MIDNIGHT,KNIFE,HOMICIDE,2 - 199 BLOCK OF GALVESTON STREET SW,399228.024253237,128424.528308609,8.0,8D,7.0,708.0,Cluster 39,009807 2,9807.0,Precinct 126,38.8236013165,-77.0088899643,,2025-07-26 10:40:00+00:00,2025-07-26 23:00:00+00:00,784936386,,2025
396942.200000003,140983.75,25077976,2025-05-25 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,1498 - 1589 BLOCK OF SPRING PLACE NW,396942.2,140983.75,1.0,1D,4.0,408.0,Cluster 2,002801 2,2801.0,Precinct 41,38.9367346817,-77.0352690713,,2025-05-25 22:11:00+00:00,2025-05-26 08:09:00+00:00,784936728,,2025
397564.009999998,137620.920000002,25122340,2025-08-11 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,1200 - 1299 BLOCK OF 12TH STREET NW,397564.01,137620.92,2.0,2F,3.0,307.0,Cluster 7,005004 1,5004.0,Precinct 17,38.9064431688,-77.0280850996,,2025-08-11 22:56:00+00:00,2025-08-12 02:36:00+00:00,785024394,,2025
404691.240000002,137003.289999999,24050332,2025-04-16 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,740 - 899 BLOCK OF KENILWORTH AVENUE NE,404691.24,137003.29,7.0,7D,6.0,601.0,Cluster 30,009602 2,9602.0,Precinct 100,38.9008701974,-76.9459178177,,2024-04-04 20:09:00+00:00,2024-04-04 20:52:00+00:00,785024432,,2025
401550.420000002,137312.899999999,25089428,2025-06-15 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,1000 - 1099 BLOCK OF 16TH STREET NE,401550.42,137312.9,5.0,5D,5.0,506.0,Cluster 23,008802 1,8802.0,Precinct 77,38.903670425,-76.9821255394,,2025-06-15 05:49:00+00:00,2025-06-15 17:22:00+00:00,785026594,,2025
393254.530000001,141351.899999999,25007196,2025-01-16 05:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,10 - 99 BLOCK OF RIDGE SQUARE NW,393254.53,141351.9,3.0,3A,2.0,204.0,Cluster 14,001002 2,1002.0,Precinct 29,38.9400305108,-77.0778067509,,2025-01-16 07:19:00+00:00,2025-01-16 07:23:00+00:00,785027306,,2025
399075.710000001,128801.539999999,22108667,2025-01-02 05:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,1 - 199 BLOCK OF DARRINGTON STREET SW,399075.71,128801.54,8.0,8D,7.0,708.0,Cluster 39,009807 3,9807.0,Precinct 126,38.8269974687,-77.0106445001,,2022-07-30 01:12:00+00:00,2022-07-30 01:13:00+00:00,785027406,,2025
397228.869999997,138264.18,25078649,2025-05-27 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,1618 - 1699 BLOCK OF 14TH STREET NW,397228.87,138264.18,2.0,2F,3.0,301.0,Cluster 7,005202 3,5202.0,Precinct 16,38.9122368826,-77.0319516027,,2025-05-27 07:58:00+00:00,2025-05-27 18:06:00+00:00,785027441,,2025
402183.880000003,136751.77,25100809,2025-07-05 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,1920 - 2099 BLOCK OF BENNING ROAD NE,402183.88,136751.77,7.0,7D,5.0,507.0,Cluster 25,007903 1,7903.0,Precinct 80,38.8986142204,-76.974824299,,2025-07-05 04:30:00+00:00,2025-07-05 04:34:00+00:00,785028600,,2025
397778.009999998,139146.039999999,25080117,2025-05-29 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,962 - 999 BLOCK OF FLORIDA AVENUE NW,397778.01,139146.04,1.0,1B,3.0,305.0,Cluster 3,004401 3,4401.0,Precinct 22,38.9201825298,-77.0256227789,,2025-05-29 19:07:00+00:00,2025-05-29 19:09:00+00:00,785028768,,2025
400134.539999999,130213.309999999,25051634,2025-04-09 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,3300 - 3699 BLOCK OF 6TH STREET SE,400134.54,130213.31,8.0,8C,7.0,705.0,Cluster 39,009804 1,9804.0,Precinct 122,38.8397158173,-76.9984503066,,2025-04-09 17:51:00+00:00,2025-04-09 17:52:00+00:00,785028909,,2025
401004.766800001,131818.155200001,25040405,2025-03-20 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,2400 - 2599 BLOCK OF ELVANS ROAD SE,401004.766846885,131818.155159758,8.0,8B,7.0,703.0,Cluster 37,007406 2,7406.0,Precinct 118,38.8541724053,-76.9884242906,,2025-03-20 23:02:00+00:00,,785029367,,2025
400134.539999999,130213.309999999,25017167,2025-02-04 05:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,3300 - 3699 BLOCK OF 6TH STREET SE,400134.54,130213.31,8.0,8C,7.0,705.0,Cluster 39,009804 1,9804.0,Precinct 122,38.8397158173,-76.9984503066,,2025-02-04 23:55:00+00:00,2025-02-05 00:13:00+00:00,785029554,,2025
