OFFENSE,WARD,1940.0,1970.0,1989.0,1992.0,1993.0,2004.0,2005.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0
SEX ABUSE,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,39.0,33.0,29.0,38.0,23.0,12.0
THEFT F/AUTO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1688.0,973.0,1338.0,1403.0,1439.0,947.0,463.0
THEFT F/AUTO,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2425.0,1255.0,1831.0,1333.0,1206.0,877.0,557.0
THEFT F/AUTO,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,668.0,497.0,483.0,668.0,480.0,273.0
THEFT F/AUTO,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1101.0,1076.0,988.0,1042.0,942.0,796.0,568.0
THEFT F/AUTO,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1834.0,1477.0,1518.0,1323.0,1230.0,1462.0,811.0
THEFT F/AUTO,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1419.0,1024.0,1027.0,987.0,885.0,876.0,505.0
THEFT F/AUTO,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,969.0,1191.0,869.0,706.0,829.0,724.0,401.0
THEFT F/AUTO,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,667.0,655.0,584.0,465.0,563.0,502.0,208.0
THEFT/OTHER,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,2144.0,1593.0,1704.0,1571.0,2237.0,2177.0,1128.0
THEFT/OTHER,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,4106.0,2467.0,2524.0,2496.0,3056.0,3133.0,1843.0
THEFT/OTHER,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1051.0,711.0,721.0,683.0,1077.0,1105.0,622.0
THEFT/OTHER,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1251.0,937.0,879.0,869.0,1025.0,1178.0,688.0
THEFT/OTHER,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2068.0,1531.0,1505.0,1599.0,1880.0,1603.0,916.0
THEFT/OTHER,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,43.0,2137.0,1800.0,1660.0,1594.0,1772.0,1652.0,887.0
THEFT/OTHER,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1647.0,1155.0,1050.0,1133.0,1240.0,1207.0,625.0
THEFT/OTHER,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1095.0,793.0,851.0,815.0,1013.0,877.0,500.0
