X,Y,CCN,REPORT_DATE,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID,YEAR
404308.619999997,136189.84,25098450,2025-07-01 08:14:07+00:00,MIDNIGHT,GUN,ROBBERY,3900 - 3928 BLOCK OF MINNESOTA AVENUE NE,404308.62,136189.84,7.0,7F,6.0,603.0,Cluster 32,009603 3,9603.0,Precinct 102,38.8935443043,-76.95033389,,2025-07-01 06:50:00+00:00,2025-07-01 06:55:00+00:00,786891714,,2025
400279.909999996,139655.850000001,25040713,2025-03-21 18:54:46+00:00,DAY,GUN,ROBBERY,613 - 699 BLOCK OF EDGEWOOD STREET NE,400279.91,139655.85,5.0,5F,5.0,502.0,Cluster 21,009204 2,9204.0,Precinct 74,38.9247778266,-76.9967720223,,2025-03-21 16:30:00+00:00,2025-03-21 23:15:00+00:00,786891761,,2025
396999.960000001,140521.120000001,25104921,2025-07-12 09:13:26+00:00,MIDNIGHT,GUN,ROBBERY,1400 - 1599 BLOCK OF NEWTON STREET NW,396999.96,140521.12,1.0,1A,4.0,408.0,Cluster 2,002802 1,2802.0,Precinct 41,38.9325673709,-77.0346008373,,2025-07-12 07:54:00+00:00,2025-07-12 09:00:00+00:00,786891791,,2025
397424.079999998,140141.129999999,25107617,2025-07-17 00:29:21+00:00,EVENING,OTHERS,ROBBERY,3100 - 3199 BLOCK OF 13TH STREET NW,397424.08,140141.13,1.0,1A,3.0,302.0,Cluster 2,003000 1,3000.0,Precinct 39,38.9291456501,-77.029707841,,2025-07-16 21:30:00+00:00,2025-07-16 23:45:00+00:00,786891810,,2025
399657.030000001,134234.379999999,25071026,2025-05-14 02:31:53+00:00,EVENING,OTHERS,ROBBERY,1200 - 1269 BLOCK OF NEW JERSEY AVENUE SE,399657.03,134234.38,8.0,8F,1.0,106.0,Cluster 27,007201 4,7201.0,Precinct 131,38.8759392638,-77.0039524912,CAPITOL RIVERFRONT,2025-05-14 00:55:00+00:00,2025-05-14 02:20:00+00:00,786891826,,2025
401884.039999999,136926.899999999,25061853,2025-04-28 18:26:15+00:00,DAY,GUN,ROBBERY,1700 - 1799 BLOCK OF H STREET NE,401884.04,136926.9,5.0,5D,5.0,507.0,Cluster 23,008904 1,8904.0,Precinct 79,38.9001925481,-76.9782803647,,2025-04-28 15:50:00+00:00,2025-04-28 16:10:00+00:00,786891844,,2025
404419.520000003,136961.93,25079357,2025-05-28 15:02:27+00:00,DAY,GUN,ROBBERY,700 - 725 BLOCK OF PARKSIDE PLACE NE,404419.52,136961.93,7.0,7D,6.0,601.0,Cluster 30,009602 3,9602.0,Precinct 100,38.9004990199,-76.9490505621,,2025-05-28 12:50:00+00:00,2025-05-28 13:00:00+00:00,786892111,,2025
399389.409999996,138879.82,25068127,2025-05-09 00:46:15+00:00,EVENING,GUN,ROBBERY,2032 - 2099 BLOCK OF LINCOLN ROAD NE,399389.41,138879.82,5.0,5E,5.0,502.0,Cluster 21,009203 2,9203.0,Precinct 135,38.9177869298,-77.0070407549,,2025-05-08 23:21:00+00:00,2025-05-09 00:45:00+00:00,786892117,,2025
397623.289999999,144463.390000001,25116340,2025-08-01 06:49:44+00:00,MIDNIGHT,KNIFE,ROBBERY,6400 - 6489 BLOCK OF GEORGIA AVENUE NW,397623.29,144463.39,4.0,4A,4.0,402.0,Cluster 17,001804 2,1804.0,Precinct 61,38.9680823234,-77.0274253467,,2025-08-01 06:25:00+00:00,2025-08-01 06:30:00+00:00,786892211,,2025
402369.052500002,132543.636599999,25124928,2025-08-16 19:54:54+00:00,EVENING,GUN,ROBBERY,2300 - 2320 BLOCK OF WAGNER STREET SE,402369.052480151,132543.636568431,8.0,8B,7.0,701.0,Cluster 36,007502 1,7502.0,Precinct 134,38.8607052331,-76.9727041417,,2025-08-16 17:24:00+00:00,2025-08-16 19:45:00+00:00,786892767,,2025
